Polls ID,Poll Responses Response,Assessment reports Hashtag,Assessment reports Score,time_stamp,tokenized_responses,stemmed_responses,clean_responses,string,LOs/ HCs,College,Course,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,dale_chall_readability_score,linsear_write_formula
159203,P Disease A = / and P Blisters = /. Then the P(Blisters I Disease A) = / x / = /. (Assuming that P Disease A already happens). Then P(IB & B) I Disease A = / X (/ x /) - /.,#probability,2,7902,"['P', 'Disease', 'A', 'and', 'P', 'Blisters', 'Then', 'the', 'P', 'Blisters', 'I', 'Disease', 'A', 'x', 'Assuming', 'that', 'P', 'Disease', 'A', 'already', 'happens', 'Then', 'P', 'IB', 'B', 'I', 'Disease', 'A', 'X', 'x']","['p', 'diseas', 'a', 'and', 'p', 'blister', 'then', 'the', 'p', 'blister', 'i', 'diseas', 'a', 'x', 'assum', 'that', 'p', 'diseas', 'a', 'alreadi', 'happen', 'then', 'p', 'ib', 'b', 'i', 'diseas', 'a', 'x', 'x']","['p', 'diseas', 'p', 'blister', 'p', 'blister', 'diseas', 'x', 'assum', 'p', 'diseas', 'alreadi', 'happen', 'p', 'ib', 'b', 'diseas', 'x', 'x']",p diseas p blister p blister diseas x assum p diseas alreadi happen p ib b diseas x x,probability,SS,SS154,60.65,9.5,9.71,0.0,4.7,3.19,11.23,10.5
159203,"P(Blisters|Disease A)=/
P(Internal Bleeding and Blisters|Disease A)=P(Internal Bleeding|Disease A)*P(Blisters|Disease A)=/ * / = ./",#probability,2,7902,"['P', 'Blisters', 'Disease', 'A', 'P', 'Internal', 'Bleeding', 'and', 'Blisters', 'Disease', 'A', 'P', 'Internal', 'Bleeding', 'Disease', 'A', 'P', 'Blisters', 'Disease', 'A']","['p', 'blister', 'diseas', 'a', 'p', 'intern', 'bleed', 'and', 'blister', 'diseas', 'a', 'p', 'intern', 'bleed', 'diseas', 'a', 'p', 'blister', 'diseas', 'a']","['p', 'blister', 'diseas', 'p', 'intern', 'bleed', 'blister', 'diseas', 'p', 'intern', 'bleed', 'diseas', 'p', 'blister', 'diseas']",p blister diseas p intern bleed blister diseas p intern bleed diseas p blister diseas,probability,SS,SS154,56.25,9.1,6.0,0.0,8.3,9.56,8.59,6.5
159203,"P(B | A) will be P(B and A) / P(B) -> / = .

-

P(I and B | A) -> [P(P(I | B) * P(B)) and A] / P(A)
or /? That would be .",#probability,2,7902,"['P', 'B', 'A', 'will', 'be', 'P', 'B', 'and', 'A', 'P', 'B', 'P', 'I', 'and', 'B', 'A', 'P', 'P', 'I', 'B', 'P', 'B', 'and', 'A', 'P', 'A', 'or', 'That', 'would', 'be']","['p', 'b', 'a', 'will', 'be', 'p', 'b', 'and', 'a', 'p', 'b', 'p', 'i', 'and', 'b', 'a', 'p', 'p', 'i', 'b', 'p', 'b', 'and', 'a', 'p', 'a', 'or', 'that', 'would', 'be']","['p', 'b', 'p', 'b', 'p', 'b', 'p', 'b', 'p', 'p', 'b', 'p', 'b', 'p']",p b p b p b p b p p b p b p,probability,SS,SS154,108.03,1.7,5.6,0.0,-9.8,-12.08,6.59,6.0
159203,"P(Blisters)= (/) * (/)= .
P(Disease A) = .
P( Bl | A) = .*. = .
Smallest P ( I.B and Bl |A)= ((/)*",#probability,2,7902,"['P', 'Blisters', 'P', 'Disease', 'A', 'P', 'Bl', 'A', 'Smallest', 'P', 'I', 'B', 'and', 'Bl', 'A']","['p', 'blister', 'p', 'diseas', 'a', 'p', 'bl', 'a', 'smallest', 'p', 'i', 'b', 'and', 'bl', 'a']","['p', 'blister', 'p', 'diseas', 'p', 'bl', 'smallest', 'p', 'b', 'bl']",p blister p diseas p bl smallest p b bl,probability,SS,SS154,86.71,3.7,4.0,0.0,-2.4,-1.37,13.61,4.0
159203,"P(Bilsters | Disease A): we know among the  patients who get disease A,  have Bilsters. Therefore, P=/=.%

Smallest P(Internal bleeding and Blisters|Disease A): there is a possibility that no one gets these two diseases, they can get high fever or trouble breathing. Therefore, the smallest P is .",#probability,4,7902,"['P', 'Bilsters', 'Disease', 'A', 'we', 'know', 'among', 'the', 'patients', 'who', 'get', 'disease', 'A', 'have', 'Bilsters', 'Therefore', 'P', 'Smallest', 'P', 'Internal', 'bleeding', 'and', 'Blisters', 'Disease', 'A', 'there', 'is', 'a', 'possibility', 'that', 'no', 'one', 'gets', 'these', 'two', 'diseases', 'they', 'can', 'get', 'high', 'fever', 'or', 'trouble', 'breathing', 'Therefore', 'the', 'smallest', 'P', 'is']","['p', 'bilster', 'diseas', 'a', 'we', 'know', 'among', 'the', 'patient', 'who', 'get', 'diseas', 'a', 'have', 'bilster', 'therefor', 'p', 'smallest', 'p', 'intern', 'bleed', 'and', 'blister', 'diseas', 'a', 'there', 'is', 'a', 'possibl', 'that', 'no', 'one', 'get', 'these', 'two', 'diseas', 'they', 'can', 'get', 'high', 'fever', 'or', 'troubl', 'breath', 'therefor', 'the', 'smallest', 'p', 'is']","['p', 'bilster', 'diseas', 'know', 'among', 'patient', 'get', 'diseas', 'bilster', 'therefor', 'p', 'smallest', 'p', 'intern', 'bleed', 'blister', 'diseas', 'possibl', 'one', 'get', 'two', 'diseas', 'get', 'high', 'fever', 'troubl', 'breath', 'therefor', 'smallest', 'p']",p bilster diseas know among patient get diseas bilster therefor p smallest p intern bleed blister diseas possibl one get two diseas get high fever troubl breath therefor smallest p,probability,SS,SS154,49.49,13.8,13.33,0.0,17.3,12.49,10.39,16.0
159208,"In order to find P(blisters|disease B), we can either divide the number of blisters () by all cases in disease B (), or we can translate the table into probabilities (divide all by ) and calculate: 
P(blisters|B) = P(blisters and B)/P(B) 
For the nd question:
P(IB & HF |A) = P(IB &HF) / P(A).
It will be the smallest if IB and HF are  disjoint, in which case  P(IB & HF) = P(IB)*P(HF) which will give the smallest value.",#probability,3,7903,"['In', 'order', 'to', 'find', 'P', 'blisters', 'disease', 'B', 'we', 'can', 'either', 'divide', 'the', 'number', 'of', 'blisters', 'by', 'all', 'cases', 'in', 'disease', 'B', 'or', 'we', 'can', 'translate', 'the', 'table', 'into', 'probabilities', 'divide', 'all', 'by', 'and', 'calculate', 'P', 'blisters', 'B', 'P', 'blisters', 'and', 'B', 'P', 'B', 'For', 'the', 'nd', 'question', 'P', 'IB', 'HF', 'A', 'P', 'IB', 'HF', 'P', 'A', 'It', 'will', 'be', 'the', 'smallest', 'if', 'IB', 'and', 'HF', 'are', 'disjoint', 'in', 'which', 'case', 'P', 'IB', 'HF', 'P', 'IB', 'P', 'HF', 'which', 'will', 'give', 'the', 'smallest', 'value']","['in', 'order', 'to', 'find', 'p', 'blister', 'diseas', 'b', 'we', 'can', 'either', 'divid', 'the', 'number', 'of', 'blister', 'by', 'all', 'case', 'in', 'diseas', 'b', 'or', 'we', 'can', 'translat', 'the', 'tabl', 'into', 'probabl', 'divid', 'all', 'by', 'and', 'calcul', 'p', 'blister', 'b', 'p', 'blister', 'and', 'b', 'p', 'b', 'for', 'the', 'nd', 'question', 'p', 'ib', 'hf', 'a', 'p', 'ib', 'hf', 'p', 'a', 'it', 'will', 'be', 'the', 'smallest', 'if', 'ib', 'and', 'hf', 'are', 'disjoint', 'in', 'which', 'case', 'p', 'ib', 'hf', 'p', 'ib', 'p', 'hf', 'which', 'will', 'give', 'the', 'smallest', 'valu']","['order', 'find', 'p', 'blister', 'diseas', 'b', 'either', 'divid', 'number', 'blister', 'case', 'diseas', 'b', 'translat', 'tabl', 'probabl', 'divid', 'calcul', 'p', 'blister', 'b', 'p', 'blister', 'b', 'p', 'b', 'nd', 'question', 'p', 'ib', 'hf', 'p', 'ib', 'hf', 'p', 'smallest', 'ib', 'hf', 'disjoint', 'case', 'p', 'ib', 'hf', 'p', 'ib', 'p', 'hf', 'give', 'smallest', 'valu']",order find p blister diseas b either divid number blister case diseas b translat tabl probabl divid calcul p blister b p blister b p b nd question p ib hf p ib hf p smallest ib hf disjoint case p ib hf p ib p hf give smallest valu,probability,SS,SS154,37.65,20.4,20.8,0.0,20.6,4.6,10.85,26.0
159208,"Since we are looking at P(Blisters given Disease B), the possibility space is focused on the number of patients in disease B, such that the probability of selecting a patient with disease B is . Therefore, P(Blisters|Disease B) = / = .. The smallest P(IB & HF| DA) = / = .. This is the smallest because we assume that the  people who have internal bleeding also have high fever. We will then have to subtract  from  to find the smallest probability.",#probability,3,7903,"['Since', 'we', 'are', 'looking', 'at', 'P', 'Blisters', 'given', 'Disease', 'B', 'the', 'possibility', 'space', 'is', 'focused', 'on', 'the', 'number', 'of', 'patients', 'in', 'disease', 'B', 'such', 'that', 'the', 'probability', 'of', 'selecting', 'a', 'patient', 'with', 'disease', 'B', 'is', 'Therefore', 'P', 'Blisters', 'Disease', 'B', 'The', 'smallest', 'P', 'IB', 'HF', 'DA', 'This', 'is', 'the', 'smallest', 'because', 'we', 'assume', 'that', 'the', 'people', 'who', 'have', 'internal', 'bleeding', 'also', 'have', 'high', 'fever', 'We', 'will', 'then', 'have', 'to', 'subtract', 'from', 'to', 'find', 'the', 'smallest', 'probability']","['sinc', 'we', 'are', 'look', 'at', 'p', 'blister', 'given', 'diseas', 'b', 'the', 'possibl', 'space', 'is', 'focus', 'on', 'the', 'number', 'of', 'patient', 'in', 'diseas', 'b', 'such', 'that', 'the', 'probabl', 'of', 'select', 'a', 'patient', 'with', 'diseas', 'b', 'is', 'therefor', 'p', 'blister', 'diseas', 'b', 'the', 'smallest', 'p', 'ib', 'hf', 'da', 'this', 'is', 'the', 'smallest', 'becaus', 'we', 'assum', 'that', 'the', 'peopl', 'who', 'have', 'intern', 'bleed', 'also', 'have', 'high', 'fever', 'we', 'will', 'then', 'have', 'to', 'subtract', 'from', 'to', 'find', 'the', 'smallest', 'probabl']","['sinc', 'look', 'p', 'blister', 'given', 'diseas', 'b', 'possibl', 'space', 'focus', 'number', 'patient', 'diseas', 'b', 'probabl', 'select', 'patient', 'diseas', 'b', 'therefor', 'p', 'blister', 'diseas', 'b', 'smallest', 'p', 'ib', 'hf', 'da', 'smallest', 'becaus', 'assum', 'peopl', 'intern', 'bleed', 'high', 'fever', 'subtract', 'find', 'smallest', 'probabl']",sinc look p blister given diseas b possibl space focus number patient diseas b probabl select patient diseas b therefor p blister diseas b smallest p ib hf da smallest becaus assum peopl intern bleed high fever subtract find smallest probabl,probability,SS,SS154,21.4,20.5,18.35,0.0,22.1,12.03,12.99,23.5
159208,"All probabilities can be calculated as proportion here

P(Blisters|Disease B)
= P(Blisters, Disease B) | P(Blisters) 
= / = /

Smallest probability occurs when the  patients w (internal bleeding, disease A) are a subset of the  patients w (high fever, disease A); i.e. they have both symptoms

Hence, Set (internal bleeding, high fever, disease A) =  and 

P(internal bleeding, high fever | disease A) 
= set(internal bleeding, high fever, disease A)  | set(disease A)
= / 
= /",#probability,3,7903,"['All', 'probabilities', 'can', 'be', 'calculated', 'as', 'proportion', 'here', 'P', 'Blisters', 'Disease', 'B', 'P', 'Blisters', 'Disease', 'B', 'P', 'Blisters', 'Smallest', 'probability', 'occurs', 'when', 'the', 'patients', 'w', 'internal', 'bleeding', 'disease', 'A', 'are', 'a', 'subset', 'of', 'the', 'patients', 'w', 'high', 'fever', 'disease', 'A', 'i', 'e', 'they', 'have', 'both', 'symptoms', 'Hence', 'Set', 'internal', 'bleeding', 'high', 'fever', 'disease', 'A', 'and', 'P', 'internal', 'bleeding', 'high', 'fever', 'disease', 'A', 'set', 'internal', 'bleeding', 'high', 'fever', 'disease', 'A', 'set', 'disease', 'A']","['all', 'probabl', 'can', 'be', 'calcul', 'as', 'proport', 'here', 'p', 'blister', 'diseas', 'b', 'p', 'blister', 'diseas', 'b', 'p', 'blister', 'smallest', 'probabl', 'occur', 'when', 'the', 'patient', 'w', 'intern', 'bleed', 'diseas', 'a', 'are', 'a', 'subset', 'of', 'the', 'patient', 'w', 'high', 'fever', 'diseas', 'a', 'i', 'e', 'they', 'have', 'both', 'symptom', 'henc', 'set', 'intern', 'bleed', 'high', 'fever', 'diseas', 'a', 'and', 'p', 'intern', 'bleed', 'high', 'fever', 'diseas', 'a', 'set', 'intern', 'bleed', 'high', 'fever', 'diseas', 'a', 'set', 'diseas', 'a']","['probabl', 'calcul', 'proport', 'p', 'blister', 'diseas', 'b', 'p', 'blister', 'diseas', 'b', 'p', 'blister', 'smallest', 'probabl', 'occur', 'patient', 'w', 'intern', 'bleed', 'diseas', 'subset', 'patient', 'w', 'high', 'fever', 'diseas', 'e', 'symptom', 'henc', 'set', 'intern', 'bleed', 'high', 'fever', 'diseas', 'p', 'intern', 'bleed', 'high', 'fever', 'diseas', 'set', 'intern', 'bleed', 'high', 'fever', 'diseas', 'set', 'diseas']",probabl calcul proport p blister diseas b p blister diseas b p blister smallest probabl occur patient w intern bleed diseas subset patient w high fever diseas e symptom henc set intern bleed high fever diseas p intern bleed high fever diseas set intern bleed high fever diseas set diseas,probability,SS,SS154,29.19,21.6,20.8,0.0,26.0,11.22,11.17,27.0
159208,"There's a total of  patients. Probability of disease B: / = .. Probability of blisters: ( + )/ = .. As Blisters and Disease B are independent outcomes, we use the multiplication rule to calculate(Blisters and Disease B): = P(Blisters) x P(DiseaseB) = .  P(Blisters|disease B) = P(B and D)/P(D) = .. The smallest P(Internal bleeding and high fever|A) is .%",#probability,2,7903,"[""There's"", 'a', 'total', 'of', 'patients', 'Probability', 'of', 'disease', 'B', 'Probability', 'of', 'blisters', 'As', 'Blisters', 'and', 'Disease', 'B', 'are', 'independent', 'outcomes', 'we', 'use', 'the', 'multiplication', 'rule', 'to', 'calculate', 'Blisters', 'and', 'Disease', 'B', 'P', 'Blisters', 'x', 'P', 'DiseaseB', 'P', 'Blisters', 'disease', 'B', 'P', 'B', 'and', 'D', 'P', 'D', 'The', 'smallest', 'P', 'Internal', 'bleeding', 'and', 'high', 'fever', 'A', 'is']","['there', 'a', 'total', 'of', 'patient', 'probabl', 'of', 'diseas', 'b', 'probabl', 'of', 'blister', 'as', 'blister', 'and', 'diseas', 'b', 'are', 'independ', 'outcom', 'we', 'use', 'the', 'multipl', 'rule', 'to', 'calcul', 'blister', 'and', 'diseas', 'b', 'p', 'blister', 'x', 'p', 'diseaseb', 'p', 'blister', 'diseas', 'b', 'p', 'b', 'and', 'd', 'p', 'd', 'the', 'smallest', 'p', 'intern', 'bleed', 'and', 'high', 'fever', 'a', 'is']","['total', 'patient', 'probabl', 'diseas', 'b', 'probabl', 'blister', 'blister', 'diseas', 'b', 'independ', 'outcom', 'multipl', 'rule', 'calcul', 'blister', 'diseas', 'b', 'p', 'blister', 'x', 'p', 'diseaseb', 'p', 'blister', 'diseas', 'b', 'p', 'b', 'p', 'smallest', 'p', 'intern', 'bleed', 'high', 'fever']",total patient probabl diseas b probabl blister blister diseas b independ outcom multipl rule calcul blister diseas b p blister x p diseaseb p blister diseas b p b p smallest p intern bleed high fever,probability,SS,SS154,26.48,18.5,17.73,0.0,18.0,9.76,12.0,22.0
159208,". To calculate P (Blisters| Disease B), we use the formula P (a|b) = P( a and b) / p(b).
Thus, P ( Blisters and Disease B) = /
P (Disease B) =/

Therefore, P (Blisters| Disease B) = / = .

. / = .",#probability,3,7903,"['To', 'calculate', 'P', 'Blisters', 'Disease', 'B', 'we', 'use', 'the', 'formula', 'P', 'a', 'b', 'P', 'a', 'and', 'b', 'p', 'b', 'Thus', 'P', 'Blisters', 'and', 'Disease', 'B', 'P', 'Disease', 'B', 'Therefore', 'P', 'Blisters', 'Disease', 'B']","['to', 'calcul', 'p', 'blister', 'diseas', 'b', 'we', 'use', 'the', 'formula', 'p', 'a', 'b', 'p', 'a', 'and', 'b', 'p', 'b', 'thus', 'p', 'blister', 'and', 'diseas', 'b', 'p', 'diseas', 'b', 'therefor', 'p', 'blister', 'diseas', 'b']","['calcul', 'p', 'blister', 'diseas', 'b', 'formula', 'p', 'b', 'p', 'b', 'p', 'b', 'thus', 'p', 'blister', 'diseas', 'b', 'p', 'diseas', 'b', 'therefor', 'p', 'blister', 'diseas', 'b']",calcul p blister diseas b formula p b p b p b thus p blister diseas b p diseas b therefor p blister diseas b,probability,SS,SS154,63.02,10.7,11.6,0.0,6.9,2.5,9.93,13.5
159208,"P(Blisters|Disease B) = P(Blisters and Disease B) / P(Disease B).

Look at the table and see the number where Blisters and Disease B intersect. Divide that number by the total number of patients with Disease B. = / or a probability of ..

P(Internal bleeding and High fever|Disease A) is (+)/, which gives us a probability of ..",#probability,3,7903,"['P', 'Blisters', 'Disease', 'B', 'P', 'Blisters', 'and', 'Disease', 'B', 'P', 'Disease', 'B', 'Look', 'at', 'the', 'table', 'and', 'see', 'the', 'number', 'where', 'Blisters', 'and', 'Disease', 'B', 'intersect', 'Divide', 'that', 'number', 'by', 'the', 'total', 'number', 'of', 'patients', 'with', 'Disease', 'B', 'or', 'a', 'probability', 'of', 'P', 'Internal', 'bleeding', 'and', 'High', 'fever', 'Disease', 'A', 'is', 'which', 'gives', 'us', 'a', 'probability', 'of']","['p', 'blister', 'diseas', 'b', 'p', 'blister', 'and', 'diseas', 'b', 'p', 'diseas', 'b', 'look', 'at', 'the', 'tabl', 'and', 'see', 'the', 'number', 'where', 'blister', 'and', 'diseas', 'b', 'intersect', 'divid', 'that', 'number', 'by', 'the', 'total', 'number', 'of', 'patient', 'with', 'diseas', 'b', 'or', 'a', 'probabl', 'of', 'p', 'intern', 'bleed', 'and', 'high', 'fever', 'diseas', 'a', 'is', 'which', 'give', 'us', 'a', 'probabl', 'of']","['p', 'blister', 'diseas', 'b', 'p', 'blister', 'diseas', 'b', 'p', 'diseas', 'b', 'look', 'tabl', 'see', 'number', 'blister', 'diseas', 'b', 'intersect', 'divid', 'number', 'total', 'number', 'patient', 'diseas', 'b', 'probabl', 'p', 'intern', 'bleed', 'high', 'fever', 'diseas', 'give', 'us', 'probabl']",p blister diseas b p blister diseas b p diseas b look tabl see number blister diseas b intersect divid number total number patient diseas b probabl p intern bleed high fever diseas give us probabl,probability,SS,SS154,34.94,17.3,16.62,0.0,17.6,9.24,10.25,21.0
159208,"We have to divide the probability that both bilsters and disease B happen by the probability that disease B happens overall. To do so we look at the table, find Blisters and Disease B () and divide it by all disease B patients (). 

To find the smallest probability we assume higher fever and interal bleeding are independent from each other so to find their conjunct we need to multiply the probabilities of them happening while having disease A. P(Fever n A) = /, P(Bleeding n A) = /. So P(Fever n A and Bleeding n A)/ P(A) = .",#probability,3,7903,"['We', 'have', 'to', 'divide', 'the', 'probability', 'that', 'both', 'bilsters', 'and', 'disease', 'B', 'happen', 'by', 'the', 'probability', 'that', 'disease', 'B', 'happens', 'overall', 'To', 'do', 'so', 'we', 'look', 'at', 'the', 'table', 'find', 'Blisters', 'and', 'Disease', 'B', 'and', 'divide', 'it', 'by', 'all', 'disease', 'B', 'patients', 'To', 'find', 'the', 'smallest', 'probability', 'we', 'assume', 'higher', 'fever', 'and', 'interal', 'bleeding', 'are', 'independent', 'from', 'each', 'other', 'so', 'to', 'find', 'their', 'conjunct', 'we', 'need', 'to', 'multiply', 'the', 'probabilities', 'of', 'them', 'happening', 'while', 'having', 'disease', 'A', 'P', 'Fever', 'n', 'A', 'P', 'Bleeding', 'n', 'A', 'So', 'P', 'Fever', 'n', 'A', 'and', 'Bleeding', 'n', 'A', 'P', 'A']","['we', 'have', 'to', 'divid', 'the', 'probabl', 'that', 'both', 'bilster', 'and', 'diseas', 'b', 'happen', 'by', 'the', 'probabl', 'that', 'diseas', 'b', 'happen', 'overal', 'to', 'do', 'so', 'we', 'look', 'at', 'the', 'tabl', 'find', 'blister', 'and', 'diseas', 'b', 'and', 'divid', 'it', 'by', 'all', 'diseas', 'b', 'patient', 'to', 'find', 'the', 'smallest', 'probabl', 'we', 'assum', 'higher', 'fever', 'and', 'inter', 'bleed', 'are', 'independ', 'from', 'each', 'other', 'so', 'to', 'find', 'their', 'conjunct', 'we', 'need', 'to', 'multipli', 'the', 'probabl', 'of', 'them', 'happen', 'while', 'have', 'diseas', 'a', 'p', 'fever', 'n', 'a', 'p', 'bleed', 'n', 'a', 'so', 'p', 'fever', 'n', 'a', 'and', 'bleed', 'n', 'a', 'p', 'a']","['divid', 'probabl', 'bilster', 'diseas', 'b', 'happen', 'probabl', 'diseas', 'b', 'happen', 'overal', 'look', 'tabl', 'find', 'blister', 'diseas', 'b', 'divid', 'diseas', 'b', 'patient', 'find', 'smallest', 'probabl', 'assum', 'higher', 'fever', 'inter', 'bleed', 'independ', 'find', 'conjunct', 'need', 'multipli', 'probabl', 'happen', 'diseas', 'p', 'fever', 'n', 'p', 'bleed', 'n', 'p', 'fever', 'n', 'bleed', 'n', 'p']",divid probabl bilster diseas b happen probabl diseas b happen overal look tabl find blister diseas b divid diseas b patient find smallest probabl assum higher fever inter bleed independ find conjunct need multipli probabl happen diseas p fever n p bleed n p fever n bleed n p,probability,SS,SS154,21.74,22.4,22.05,0.0,24.9,10.46,11.87,30.5
159208,"P(Blister|Disease B) = P (Blister and Disease B)/P(Disease B) = / = .
The smallest P(Internal bleeding and High Fever|Disease A) =  when we have the scenario where Internal Bleeding and High Fever patients, given they both have Disease A =  (no overlapping section between High Fever and Internal Bleeding when given Disease A.
Example: High fever: st to the th patient. Internal Bleeding = st to the th patient. Blister and Trouble Breathing share the  remaining.",#probability,4,7903,"['P', 'Blister', 'Disease', 'B', 'P', 'Blister', 'and', 'Disease', 'B', 'P', 'Disease', 'B', 'The', 'smallest', 'P', 'Internal', 'bleeding', 'and', 'High', 'Fever', 'Disease', 'A', 'when', 'we', 'have', 'the', 'scenario', 'where', 'Internal', 'Bleeding', 'and', 'High', 'Fever', 'patients', 'given', 'they', 'both', 'have', 'Disease', 'A', 'no', 'overlapping', 'section', 'between', 'High', 'Fever', 'and', 'Internal', 'Bleeding', 'when', 'given', 'Disease', 'A', 'Example', 'High', 'fever', 'st', 'to', 'the', 'th', 'patient', 'Internal', 'Bleeding', 'st', 'to', 'the', 'th', 'patient', 'Blister', 'and', 'Trouble', 'Breathing', 'share', 'the', 'remaining']","['p', 'blister', 'diseas', 'b', 'p', 'blister', 'and', 'diseas', 'b', 'p', 'diseas', 'b', 'the', 'smallest', 'p', 'intern', 'bleed', 'and', 'high', 'fever', 'diseas', 'a', 'when', 'we', 'have', 'the', 'scenario', 'where', 'intern', 'bleed', 'and', 'high', 'fever', 'patient', 'given', 'they', 'both', 'have', 'diseas', 'a', 'no', 'overlap', 'section', 'between', 'high', 'fever', 'and', 'intern', 'bleed', 'when', 'given', 'diseas', 'a', 'exampl', 'high', 'fever', 'st', 'to', 'the', 'th', 'patient', 'intern', 'bleed', 'st', 'to', 'the', 'th', 'patient', 'blister', 'and', 'troubl', 'breath', 'share', 'the', 'remain']","['p', 'blister', 'diseas', 'b', 'p', 'blister', 'diseas', 'b', 'p', 'diseas', 'b', 'smallest', 'p', 'intern', 'bleed', 'high', 'fever', 'diseas', 'scenario', 'intern', 'bleed', 'high', 'fever', 'patient', 'given', 'diseas', 'overlap', 'section', 'high', 'fever', 'intern', 'bleed', 'given', 'diseas', 'exampl', 'high', 'fever', 'st', 'th', 'patient', 'intern', 'bleed', 'st', 'th', 'patient', 'blister', 'troubl', 'breath', 'share', 'remain']",p blister diseas b p blister diseas b p diseas b smallest p intern bleed high fever diseas scenario intern bleed high fever patient given diseas overlap section high fever intern bleed given diseas exampl high fever st th patient intern bleed st th patient blister troubl breath share remain,probability,SS,SS154,29.19,21.6,20.8,0.0,26.4,11.68,10.54,26.0
159208,"P(Blisters/Disease B) = P(Blistera AND Disease B) / P(Disease B) 

Following the formula 

and

P(Internal bleeding and high fever) = / * /

.",#probability,2,7903,"['P', 'Blisters', 'Disease', 'B', 'P', 'Blistera', 'AND', 'Disease', 'B', 'P', 'Disease', 'B', 'Following', 'the', 'formula', 'and', 'P', 'Internal', 'bleeding', 'and', 'high', 'fever']","['p', 'blister', 'diseas', 'b', 'p', 'blistera', 'and', 'diseas', 'b', 'p', 'diseas', 'b', 'follow', 'the', 'formula', 'and', 'p', 'intern', 'bleed', 'and', 'high', 'fever']","['p', 'blister', 'diseas', 'b', 'p', 'blistera', 'diseas', 'b', 'p', 'diseas', 'b', 'follow', 'formula', 'p', 'intern', 'bleed', 'high', 'fever']",p blister diseas b p blistera diseas b p diseas b follow formula p intern bleed high fever,probability,SS,SS154,61.67,9.1,9.42,0.0,6.7,5.97,10.67,9.0
159208,"P(Blisters | Disease B) = P(Blisters and Disease B)/P(Disease B)

P(Blisters and Disease B) = /Total Population
P(Disease B) = /

The smallest P(Internal bleeding and High fever | Disease A) would happen if no one who has internal bleeding also has high fever. Thus, since  have disease A, / is the smallest possible interaction.",#probability,4,7903,"['P', 'Blisters', 'Disease', 'B', 'P', 'Blisters', 'and', 'Disease', 'B', 'P', 'Disease', 'B', 'P', 'Blisters', 'and', 'Disease', 'B', 'Total', 'Population', 'P', 'Disease', 'B', 'The', 'smallest', 'P', 'Internal', 'bleeding', 'and', 'High', 'fever', 'Disease', 'A', 'would', 'happen', 'if', 'no', 'one', 'who', 'has', 'internal', 'bleeding', 'also', 'has', 'high', 'fever', 'Thus', 'since', 'have', 'disease', 'A', 'is', 'the', 'smallest', 'possible', 'interaction']","['p', 'blister', 'diseas', 'b', 'p', 'blister', 'and', 'diseas', 'b', 'p', 'diseas', 'b', 'p', 'blister', 'and', 'diseas', 'b', 'total', 'popul', 'p', 'diseas', 'b', 'the', 'smallest', 'p', 'intern', 'bleed', 'and', 'high', 'fever', 'diseas', 'a', 'would', 'happen', 'if', 'no', 'one', 'who', 'has', 'intern', 'bleed', 'also', 'has', 'high', 'fever', 'thus', 'sinc', 'have', 'diseas', 'a', 'is', 'the', 'smallest', 'possibl', 'interact']","['p', 'blister', 'diseas', 'b', 'p', 'blister', 'diseas', 'b', 'p', 'diseas', 'b', 'p', 'blister', 'diseas', 'b', 'total', 'popul', 'p', 'diseas', 'b', 'smallest', 'p', 'intern', 'bleed', 'high', 'fever', 'diseas', 'happen', 'one', 'intern', 'bleed', 'high', 'fever', 'thus', 'sinc', 'diseas', 'smallest', 'possibl', 'interact']",p blister diseas b p blister diseas b p diseas b p blister diseas b total popul p diseas b smallest p intern bleed high fever diseas happen one intern bleed high fever thus sinc diseas smallest possibl interact,probability,SS,SS154,40.35,17.3,17.65,0.0,18.8,8.89,10.43,21.5
159208,"P(Blisters | Disease B) = /. Since the P(Blisters) in question is conditional on Disease B, our sample size in . To find the minimum possible value, we should compute P(ID or HF) = / + / =",#probability,3,7903,"['P', 'Blisters', 'Disease', 'B', 'Since', 'the', 'P', 'Blisters', 'in', 'question', 'is', 'conditional', 'on', 'Disease', 'B', 'our', 'sample', 'size', 'in', 'To', 'find', 'the', 'minimum', 'possible', 'value', 'we', 'should', 'compute', 'P', 'ID', 'or', 'HF']","['p', 'blister', 'diseas', 'b', 'sinc', 'the', 'p', 'blister', 'in', 'question', 'is', 'condit', 'on', 'diseas', 'b', 'our', 'sampl', 'size', 'in', 'to', 'find', 'the', 'minimum', 'possibl', 'valu', 'we', 'should', 'comput', 'p', 'id', 'or', 'hf']","['p', 'blister', 'diseas', 'b', 'sinc', 'p', 'blister', 'question', 'condit', 'diseas', 'b', 'sampl', 'size', 'find', 'minimum', 'possibl', 'valu', 'comput', 'p', 'id', 'hf']",p blister diseas b sinc p blister question condit diseas b sampl size find minimum possibl valu comput p id hf,probability,SS,SS154,50.16,11.5,12.21,0.0,9.3,7.6,14.45,12.5
